ID,Ath_besthit,Araport11_defline
HORVU.MOREX.r2.5HG0415150.1,AT4G34960,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
HORVU.MOREX.r2.5HG0415180.1,AT5G66140,proteasome alpha subunit D2
HORVU.MOREX.r2.5HG0415190.1,AT1G79090,topoisomerase II-associated protein
HORVU.MOREX.r2.5HG0415290.1,AT2G24960,Myb/SANT-like DNA-binding domain protein
HORVU.MOREX.r2.5HG0415430.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.5HG0415440.1,AT4G38620,myb domain protein 4
HORVU.MOREX.r2.5HG0415470.1,AT3G51290,"pyridoxal-phosphate-dependent serine hydroxymethyltransferase, putative (DUF632)"
HORVU.MOREX.r2.5HG0415480.1,AT1G20080,Calcium-dependent lipid-binding (CaLB domain) family protein
HORVU.MOREX.r2.5HG0415500.1,AT3G51550,Malectin/receptor-like protein kinase family protein
HORVU.MOREX.r2.5HG0415520.1,AT1G59722,hypothetical protein
HORVU.MOREX.r2.5HG0415530.1,AT1G52603,GRF zinc finger protein
HORVU.MOREX.r2.5HG0415540.1,AT5G35730,EXS (ERD1/XPR1/SYG1) family protein
HORVU.MOREX.r2.5HG0415550.1,AT5G66120,3-dehydroquinate synthase
HORVU.MOREX.r2.5HG0415570.1,AT5G42190,E3 ubiquitin ligase SCF complex subunit SKP1/ASK1 family protein
HORVU.MOREX.r2.5HG0415580.1,AT2G26110,bromodomain protein (DUF761)
HORVU.MOREX.r2.5HG0415590.1,AT1G54580,acyl carrier protein 2
HORVU.MOREX.r2.5HG0415620.1,AT5G02850,hydroxyproline-rich glycoprotein family protein
HORVU.MOREX.r2.5HG0415630.1,AT5G58230,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.5HG0415650.1,AT2G17770,basic region/leucine zipper motif 27
HORVU.MOREX.r2.5HG0415660.1,AT5G66100,winged-helix DNA-binding transcription factor family protein
HORVU.MOREX.r2.5HG0415670.1,AT2G37170,plasma membrane intrinsic protein 2
HORVU.MOREX.r2.5HG0415680.1,AT5G62990,Ubiquitin carboxyl-terminal hydrolase family protein
HORVU.MOREX.r2.5HG0415700.1,AT2G32300,uclacyanin 1
HORVU.MOREX.r2.5HG0415710.1,AT5G20600,ribosomal RNA processing-like protein
HORVU.MOREX.r2.5HG0415740.1,AT3G29575,ABI five binding protein 3
HORVU.MOREX.r2.5HG0415750.1,AT1G69610,"zinc finger FYVE domain protein, putative (DUF1666)"
HORVU.MOREX.r2.5HG0415770.1,AT5G44100,casein kinase I-like 7
HORVU.MOREX.r2.5HG0415780.1,AT1G64790,ILITYHIA
HORVU.MOREX.r2.5HG0415790.1,AT1G02990,hypothetical protein
HORVU.MOREX.r2.5HG0415850.1,AT2G20930,SNARE-like superfamily protein
HORVU.MOREX.r2.5HG0415860.1,AT2G20940,"transmembrane protein, putative (DUF1279)"
HORVU.MOREX.r2.5HG0415920.1,AT5G66090,cell wall integrity/stress response component
HORVU.MOREX.r2.5HG0415930.1,AT4G08850,Leucine-rich repeat receptor-like protein kinase family protein
HORVU.MOREX.r2.5HG0415940.1,AT4G08850,Leucine-rich repeat receptor-like protein kinase family protein
HORVU.MOREX.r2.5HG0415950.1,AT1G20200,PAM domain (PCI/PINT associated module) protein
HORVU.MOREX.r2.5HG0415980.1,AT1G76010,Alba DNA/RNA-binding protein
HORVU.MOREX.r2.5HG0415990.1,AT4G35880,Eukaryotic aspartyl protease family protein
HORVU.MOREX.r2.5HG0416020.1,AT1G20225,Thioredoxin superfamily protein
HORVU.MOREX.r2.5HG0416030.1,AT1G21740,"DUF630 family protein, putative (DUF630 and DUF632)"
HORVU.MOREX.r2.5HG0416040.1,AT2G17690,"ascorbic acid mannose pathway regulator, putative (DUF295)"
HORVU.MOREX.r2.5HG0416060.1,AT2G17730,NEP-interacting protein 2
HORVU.MOREX.r2.5HG0416100.1,AT1G65470,chromatin assembly factor-1 (FASCIATA1) (FAS1)
HORVU.MOREX.r2.5HG0416110.1,AT3G55070,LisH/CRA/RING-U-box domains-containing protein
HORVU.MOREX.r2.5HG0416130.1,AT4G30480,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.5HG0416140.1,AT5G03470,Protein phosphatase 2A regulatory B subunit family protein
HORVU.MOREX.r2.5HG0416160.1,AT1G20300,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.5HG0416170.1,AT1G76070,hypothetical protein
HORVU.MOREX.r2.5HG0416200.1,AT4G35790,phospholipase D delta
HORVU.MOREX.r2.5HG0416210.1,AT5G66150,Glycosyl hydrolase family 38 protein
HORVU.MOREX.r2.5HG0416230.1,AT5G11880,Pyridoxal-dependent decarboxylase family protein
HORVU.MOREX.r2.5HG0416240.1,AT5G48930,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
HORVU.MOREX.r2.5HG0416270.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.5HG0416290.1,AT5G19220,ADP glucose pyrophosphorylase large subunit 1
HORVU.MOREX.r2.5HG0416300.1,AT4G23180,cysteine-rich RLK (RECEPTOR-like protein kinase) 10
HORVU.MOREX.r2.5HG0416320.1,AT5G55180,O-Glycosyl hydrolases family 17 protein
HORVU.MOREX.r2.5HG0416330.1,AT2G42800,receptor like protein 29
HORVU.MOREX.r2.5HG0416340.1,AT3G55160,thyroid adenoma-associated-like protein
HORVU.MOREX.r2.5HG0416350.1,AT1G72250,Di-glucose binding protein with Kinesin motor domain-containing protein
HORVU.MOREX.r2.5HG0416360.1,AT4G21410,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
HORVU.MOREX.r2.5HG0416390.1,AT5G48930,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
HORVU.MOREX.r2.5HG0416430.1,AT4G35780,ACT-like protein tyrosine kinase family protein
HORVU.MOREX.r2.5HG0416440.1,AT3G03190,glutathione S-transferase F11
HORVU.MOREX.r2.5HG0416500.1,AT3G21150,B-box 32
HORVU.MOREX.r2.5HG0416510.1,AT1G03670,ankyrin repeat family protein
HORVU.MOREX.r2.5HG0416520.1,AT3G23020,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.5HG0416530.1,AT3G17710,F-box and associated interaction domains-containing protein
HORVU.MOREX.r2.5HG0416540.1,AT3G16210,F-box family protein
HORVU.MOREX.r2.5HG0416560.1,AT3G16210,F-box family protein
HORVU.MOREX.r2.5HG0416660.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.5HG0416670.1,AT2G16390,SNF2 domain-containing protein / helicase domain-containing protein
HORVU.MOREX.r2.5HG0416690.1,AT1G07250,UDP-glucosyl transferase 71C4
HORVU.MOREX.r2.5HG0416700.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.5HG0416730.1,AT1G35220,FAM91 carboxy-terminus protein
HORVU.MOREX.r2.5HG0416790.1,AT4G38430,rho guanyl-nucleotide exchange factor 1
HORVU.MOREX.r2.5HG0416810.1,AT1G76150,enoyl-CoA hydratase 2
HORVU.MOREX.r2.5HG0416840.1,AT2G15270,PRKR-interacting protein
HORVU.MOREX.r2.5HG0416860.1,AT3G13200,Cwf15 / Cwc15 cell cycle control family protein
HORVU.MOREX.r2.5HG0416870.1,AT5G17710,Co-chaperone GrpE family protein
HORVU.MOREX.r2.5HG0416880.1,AT1G29460,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0416900.1,AT1G29460,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0416920.1,AT5G20890,TCP-1/cpn60 chaperonin family protein
HORVU.MOREX.r2.5HG0416980.1,AT1G17030,hypothetical protein
HORVU.MOREX.r2.5HG0416990.1,AT2G28370,Uncharacterized protein family (UPF0497)
HORVU.MOREX.r2.5HG0417000.1,AT4G18910,NOD26-like intrinsic protein 1;2
HORVU.MOREX.r2.5HG0417030.1,AT1G29450,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417050.1,AT1G29450,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417090.1,AT4G20780,calmodulin like 42
HORVU.MOREX.r2.5HG0417120.1,AT5G65970,Seven transmembrane MLO family protein
HORVU.MOREX.r2.5HG0417130.1,AT3G46530,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.5HG0417140.1,AT3G46710,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.5HG0417180.1,AT1G29460,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417200.1,AT1G26760,SET domain protein 35
HORVU.MOREX.r2.5HG0417210.1,AT2G42280,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
HORVU.MOREX.r2.5HG0417270.1,AT1G55500,evolutionarily conserved C-terminal region 4
HORVU.MOREX.r2.5HG0417280.1,AT3G55060,CAP-gly domain linker
HORVU.MOREX.r2.5HG0417320.1,AT1G29500,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417340.1,AT1G29450,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417350.1,AT1G29420,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417360.1,AT1G29500,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417370.1,AT1G29500,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417410.1,AT1G29500,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417420.1,AT5G27780,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417430.1,AT1G29500,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.5HG0417440.1,AT1G10150,Carbohydrate-binding protein
HORVU.MOREX.r2.5HG0417460.1,AT4G35730,Regulator of Vps4 activity in the MVB pathway protein
HORVU.MOREX.r2.5HG0417470.1,AT2G28100,alpha-L-fucosidase 1
HORVU.MOREX.r2.5HG0417490.1,AT3G62240,RING/U-box superfamily protein
HORVU.MOREX.r2.5HG0417500.1,AT5G56420,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.5HG0417550.1,AT4G35240,"DNA-directed RNA polymerase subunit beta, putative (DUF630 and DUF632)"
HORVU.MOREX.r2.5HG0417580.1,AT4G35190,Putative lysine decarboxylase family protein
HORVU.MOREX.r2.5HG0417590.1,AT1G76270,O-fucosyltransferase family protein
HORVU.MOREX.r2.5HG0417600.1,AT2G17120,lysm domain GPI-anchored protein 2 precursor
HORVU.MOREX.r2.5HG0417610.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.5HG0417620.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.5HG0417630.1,AT1G19250,flavin-dependent monooxygenase 1
HORVU.MOREX.r2.5HG0417650.1,AT1G19250,flavin-dependent monooxygenase 1
HORVU.MOREX.r2.5HG0417700.1,AT1G19250,flavin-dependent monooxygenase 1
HORVU.MOREX.r2.5HG0417720.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.5HG0417730.1,AT5G59580,UDP-glucosyl transferase 76E1
HORVU.MOREX.r2.5HG0417770.1,AT2G29250,Concanavalin A-like lectin protein kinase family protein
HORVU.MOREX.r2.5HG0417800.1,AT5G45540,"transmembrane protein, putative (DUF594)"
HORVU.MOREX.r2.5HG0417820.1,AT1G33110,MATE efflux family protein
HORVU.MOREX.r2.5HG0417840.1,AT4G27490,3'-5'-exoribonuclease family protein
HORVU.MOREX.r2.5HG0417850.1,AT5G04410,NAC domain containing protein 2
HORVU.MOREX.r2.5HG0417890.1,AT2G45250,integral membrane hemolysin-III-like protein
HORVU.MOREX.r2.5HG0417900.1,AT4G35270,Plant regulator RWP-RK family protein
HORVU.MOREX.r2.5HG0417910.1,AT3G10400,RNA recognition motif and CCHC-type zinc finger domains containing protein
HORVU.MOREX.r2.5HG0417920.1,AT5G24580,Heavy metal transport/detoxification superfamily protein
HORVU.MOREX.r2.5HG0417930.1,AT3G45020,Ribosomal L18p/L5e family protein
HORVU.MOREX.r2.5HG0417950.1,AT5G27660,Trypsin family protein with PDZ domain-containing protein
HORVU.MOREX.r2.5HG0418020.1,AT1G20670,DNA-binding bromodomain-containing protein
HORVU.MOREX.r2.5HG0418100.1,AT3G47570,Leucine-rich repeat protein kinase family protein
HORVU.MOREX.r2.5HG0418150.1,AT1G66980,suppressor of npr1-1 constitutive 4
HORVU.MOREX.r2.5HG0418190.1,AT3G46960,"RNA helicase, ATP-dependent, SK12/DOB1 protein"
HORVU.MOREX.r2.5HG0418200.1,AT2G24645,Transcriptional factor B3 family protein
HORVU.MOREX.r2.5HG0418240.1,AT2G34420,photosystem II light harvesting complex protein B1B2
HORVU.MOREX.r2.5HG0418250.1,AT4G21390,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.5HG0418260.1,AT4G21390,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.5HG0418270.1,AT4G21390,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.5HG0418300.1,AT1G61610,S-locus lectin protein kinase family protein
HORVU.MOREX.r2.5HG0418330.1,AT2G24960,Myb/SANT-like DNA-binding domain protein
HORVU.MOREX.r2.5HG0418380.1,AT1G33710,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
HORVU.MOREX.r2.5HG0418390.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.5HG0418400.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.5HG0418410.1,AT5G49290,receptor like protein 56
HORVU.MOREX.r2.5HG0418420.1,AT1G11300,G-type lectin S-receptor-like Serine/Threonine-kinase
HORVU.MOREX.r2.5HG0418440.1,AT3G51880,high mobility group B1
HORVU.MOREX.r2.5HG0418570.1,AT4G20800,FAD-binding Berberine family protein
HORVU.MOREX.r2.5HG0418590.1,AT1G20720,RAD3-like DNA-binding helicase protein
HORVU.MOREX.r2.5HG0418600.1,AT4G35520,MUTL protein homolog 3
HORVU.MOREX.r2.5HG0418610.1,AT4G35500,Protein kinase superfamily protein
HORVU.MOREX.r2.5HG0418620.1,AT1G66235,no-apical-meristem-associated carboxy-terminal domain protein
HORVU.MOREX.r2.5HG0418640.1,AT1G26110,decapping 5
HORVU.MOREX.r2.5HG0418660.1,AT1G07750,RmlC-like cupins superfamily protein
HORVU.MOREX.r2.5HG0418670.1,AT1G07750,RmlC-like cupins superfamily protein
HORVU.MOREX.r2.5HG0418690.1,AT4G34880,Amidase family protein
HORVU.MOREX.r2.5HG0418730.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.5HG0418770.1,AT5G17310,UDP-glucose pyrophosphorylase 2
HORVU.MOREX.r2.5HG0418780.1,AT3G54020,Inositol phosphorylceramide synthase 1
HORVU.MOREX.r2.5HG0418790.1,AT2G42070,nudix hydrolase homolog 23
HORVU.MOREX.r2.5HG0418810.1,AT1G07660,Histone superfamily protein
HORVU.MOREX.r2.5HG0418820.1,AT5G65980,Auxin efflux carrier family protein
HORVU.MOREX.r2.5HG0418830.1,AT1G20823,RING/U-box superfamily protein
HORVU.MOREX.r2.5HG0418870.1,AT2G17270,phosphate transporter 3;3
HORVU.MOREX.r2.5HG0418880.1,AT1G42550,plastid movement impaired1
HORVU.MOREX.r2.5HG0418890.1,AT2G44360,ecotropic viral integration site protein
HORVU.MOREX.r2.5HG0418930.1,AT2G01350,quinolinate phoshoribosyltransferase
HORVU.MOREX.r2.5HG0418940.1,AT1G51370,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.5HG0418950.1,AT5G42350,Galactose oxidase/kelch repeat superfamily protein
HORVU.MOREX.r2.5HG0418960.1,AT1G13420,sulfotransferase 4B
HORVU.MOREX.r2.5HG0418970.1,AT5G50780,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein"
HORVU.MOREX.r2.5HG0418980.1,AT1G13110,"cytochrome P450, family 71 subfamily B, polypeptide 7"
HORVU.MOREX.r2.5HG0418990.1,AT1G32750,HAC13 protein (HAC13)
HORVU.MOREX.r2.5HG0419000.1,AT1G18450,actin-related protein 4
HORVU.MOREX.r2.5HG0419030.1,AT2G02080,indeterminate(ID)-domain 4
HORVU.MOREX.r2.5HG0419040.1,AT1G75010,GTP binding protein
HORVU.MOREX.r2.5HG0419050.1,AT5G17230,PHYTOENE SYNTHASE
HORVU.MOREX.r2.5HG0419070.1,AT3G12400,Ubiquitin-conjugating enzyme/RWD-like protein
HORVU.MOREX.r2.5HG0419080.1,AT3G31430,zinc knuckle (CCHC-type) family protein
HORVU.MOREX.r2.5HG0419100.1,AT5G49990,Xanthine/uracil permease family protein
HORVU.MOREX.r2.5HG0419110.1,AT5G38890,"Nucleic acid-binding, OB-fold-like protein"
HORVU.MOREX.r2.5HG0419130.1,AT4G17740,Peptidase S41 family protein
HORVU.MOREX.r2.5HG0419190.1,AT5G27430,Signal peptidase subunit
HORVU.MOREX.r2.5HG0419200.1,AT2G25290,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
HORVU.MOREX.r2.5HG0419230.1,AT5G25760,peroxin4
HORVU.MOREX.r2.5HG0419240.1,AT2G31170,"Cysteinyl-tRNA synthetase, class Ia family protein"
HORVU.MOREX.r2.5HG0419250.1,AT5G20380,phosphate transporter 4;5
HORVU.MOREX.r2.5HG0419260.1,AT1G56540,Disease resistance protein (TIR-NBS-LRR class) family
HORVU.MOREX.r2.5HG0419270.1,AT1G05830,trithorax-like protein 2
HORVU.MOREX.r2.5HG0419280.1,AT1G47278,hypothetical protein
HORVU.MOREX.r2.5HG0419300.1,AT3G51280,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.5HG0419340.1,AT3G09510,Ribonuclease H-like superfamily protein
HORVU.MOREX.r2.5HG0419350.1,AT4G31930,Mitochondrial glycoprotein family protein
HORVU.MOREX.r2.5HG0419390.1,AT1G61010,cleavage and polyadenylation specificity factor 73-I
HORVU.MOREX.r2.5HG0419410.1,AT2G24220,purine permease 5
HORVU.MOREX.r2.5HG0419450.1,AT4G17610,tRNA/rRNA methyltransferase (SpoU) family protein
HORVU.MOREX.r2.5HG0419470.1,AT4G15920,Nodulin MtN3 family protein
HORVU.MOREX.r2.5HG0419500.1,AT2G46260,BTB/POZ/Kelch-associated protein
HORVU.MOREX.r2.5HG0419560.1,AT5G54830,DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein
HORVU.MOREX.r2.5HG0419570.1,AT5G10840,Endomembrane protein 70 protein family
HORVU.MOREX.r2.5HG0419580.1,AT2G27035,early nodulin-like protein 20
HORVU.MOREX.r2.5HG0419590.1,AT4G31860,Protein phosphatase 2C family protein
HORVU.MOREX.r2.5HG0419600.1,AT4G30650,Low temperature and salt responsive protein family
HORVU.MOREX.r2.5HG0419610.1,ATMG00860,DNA/RNA polymerases superfamily protein
HORVU.MOREX.r2.5HG0419620.1,AT3G54390,sequence-specific DNA binding transcription factor
HORVU.MOREX.r2.5HG0419640.1,AT2G24610,cyclic nucleotide-gated channel 14
HORVU.MOREX.r2.5HG0419650.1,AT3G05675,BTB/POZ domain-containing protein
HORVU.MOREX.r2.5HG0419700.1,AT2G40360,Transducin/WD40 repeat-like superfamily protein
HORVU.MOREX.r2.5HG0419720.1,AT4G30210,P450 reductase 2
HORVU.MOREX.r2.5HG0419730.1,AT1G13980,sec7 domain-containing protein
HORVU.MOREX.r2.5HG0419760.1,AT2G03070,mediator subunit 8
HORVU.MOREX.r2.5HG0419770.1,AT1G25410,isopentenyltransferase 6
HORVU.MOREX.r2.5HG0419780.1,AT2G21910,"cytochrome P450, family 96, subfamily A, polypeptide 5"
HORVU.MOREX.r2.5HG0419800.1,AT3G02890,RING/FYVE/PHD zinc finger superfamily protein
HORVU.MOREX.r2.5HG0419820.1,AT2G18360,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.5HG0419910.1,AT3G03990,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.5HG0419980.1,AT5G22500,fatty acid reductase 1
HORVU.MOREX.r2.5HG0420000.1,AT2G21660,"cold, circadian rhythm, and rna binding 2"
HORVU.MOREX.r2.5HG0420020.1,AT3G13050,Major facilitator superfamily protein
HORVU.MOREX.r2.5HG0420040.1,AT2G07170,ARM repeat superfamily protein
HORVU.MOREX.r2.5HG0420050.1,AT1G78930,Mitochondrial transcription termination factor family protein
HORVU.MOREX.r2.5HG0420070.1,AT4G00585,transmembrane protein
HORVU.MOREX.r2.5HG0420140.1,AT2G28370,Uncharacterized protein family (UPF0497)
HORVU.MOREX.r2.5HG0420160.1,AT1G69980,structural polyprotein
HORVU.MOREX.r2.5HG0420170.1,AT5G60870,Regulator of chromosome condensation (RCC1) family protein
HORVU.MOREX.r2.5HG0420200.1,AT1G21240,wall associated kinase 3
HORVU.MOREX.r2.5HG0420210.1,AT1G30970,zinc finger (C2H2 type) family protein
HORVU.MOREX.r2.5HG0420230.1,AT1G79480,Carbohydrate-binding X8 domain superfamily protein
HORVU.MOREX.r2.5HG0420240.1,AT1G30910,Molybdenum cofactor sulfurase family protein
HORVU.MOREX.r2.5HG0420250.1,AT1G21240,wall associated kinase 3
HORVU.MOREX.r2.5HG0420260.1,AT1G21230,wall associated kinase 5
HORVU.MOREX.r2.5HG0420320.1,AT1G08060,ATP-dependent helicase family protein
HORVU.MOREX.r2.5HG0420400.1,AT5G45890,senescence-associated gene 12
HORVU.MOREX.r2.5HG0420450.1,AT4G36690,"U2 snRNP auxilliary factor, large subunit, splicing factor"
HORVU.MOREX.r2.5HG0420460.1,AT1G31120,K+ uptake permease 10
HORVU.MOREX.r2.5HG0420470.1,AT4G15080,DHHC-type zinc finger family protein
HORVU.MOREX.r2.5HG0420510.1,AT1G30450,cation-chloride co-transporter 1
HORVU.MOREX.r2.5HG0420540.1,AT5G05260,phenylalanine N-monooxygenase-like protein
HORVU.MOREX.r2.5HG0420580.1,AT5G18820,TCP-1/cpn60 chaperonin family protein
HORVU.MOREX.r2.5HG0420710.1,ATMG00860,DNA/RNA polymerases superfamily protein
HORVU.MOREX.r2.5HG0420740.1,AT3G25270,Ribonuclease H-like superfamily protein
HORVU.MOREX.r2.5HG0420780.1,AT4G04990,serine/arginine repetitive matrix-like protein (DUF761)
HORVU.MOREX.r2.5HG0420790.1,AT2G35140,DCD (Development and Cell Death) domain protein
HORVU.MOREX.r2.5HG0420810.1,AT3G20200,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
HORVU.MOREX.r2.5HG0420850.1,AT4G11800,Calcineurin-like metallo-phosphoesterase superfamily protein
HORVU.MOREX.r2.5HG0420980.1,AT4G05210,Trimeric LpxA-like enzymes superfamily protein
HORVU.MOREX.r2.5HG0421050.1,AT5G04680,Ankyrin repeat family protein
HORVU.MOREX.r2.5HG0421060.1,AT5G22130,mannosyltransferase family protein
HORVU.MOREX.r2.5HG0421070.1,AT1G65410,non-intrinsic ABC protein 11
HORVU.MOREX.r2.5HG0421080.1,AT3G63460,transducin family protein / WD-40 repeat family protein
HORVU.MOREX.r2.5HG0421140.1,AT5G35450,Disease resistance protein (CC-NBS-LRR class) family
HORVU.MOREX.r2.5HG0421160.1,AT4G24770,31-kDa RNA binding protein
HORVU.MOREX.r2.5HG0421170.1,AT5G52450,MATE efflux family protein
HORVU.MOREX.r2.5HG0421190.1,AT1G67800,Copine (Calcium-dependent phospholipid-binding protein) family
HORVU.MOREX.r2.5HG0421200.1,AT1G24560,paramyosin
HORVU.MOREX.r2.5HG0421210.1,AT1G10170,NF-X-like 1
HORVU.MOREX.r2.5HG0421220.1,AT1G27760,interferon-related developmental regulator family protein / IFRD protein family
HORVU.MOREX.r2.5HG0421230.1,AT1G62970,Chaperone DnaJ-domain superfamily protein
HORVU.MOREX.r2.5HG0421250.1,AT1G62970,Chaperone DnaJ-domain superfamily protein
HORVU.MOREX.r2.5HG0421300.1,AT4G24740,LAMMER-type protein kinase AFC2
HORVU.MOREX.r2.5HG0421310.1,AT4G24730,manganese-dependent ADP-ribose/CDP-alcohol diphosphatase-like protein
HORVU.MOREX.r2.5HG0421320.1,AT3G50980,dehydrin xero 1
HORVU.MOREX.r2.5HG0421340.1,AT5G66400,Dehydrin family protein
HORVU.MOREX.r2.5HG0421350.1,AT1G52520,FAR1-related sequence 6
HORVU.MOREX.r2.5HG0421380.1,AT3G26580,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.5HG0421390.1,AT5G40480,embryo defective 3012
HORVU.MOREX.r2.5HG0421400.1,AT1G08250,arogenate dehydratase 6
HORVU.MOREX.r2.5HG0421420.1,AT3G03700,Plasma-membrane choline transporter family protein
HORVU.MOREX.r2.5HG0421430.1,AT1G20140,SKP1-like 4
HORVU.MOREX.r2.5HG0421440.1,AT3G58460,RHOMBOID-like protein 15
HORVU.MOREX.r2.5HG0421460.1,AT4G32915,glutamyl-tRNA(Gln) amidotransferase subunit C
HORVU.MOREX.r2.5HG0421480.1,AT2G38920,SPX (SYG1/Pho81/XPR1) domain-containing protein / zinc finger (C3HC4-type RING finger) protein-like protein
HORVU.MOREX.r2.5HG0421500.1,AT5G06560,"myosin-binding protein (Protein of unknown function, DUF593)"
